fuelTypeCode,stationName,Street Address,Intersection Directions,City,State,ZIP,Latitude,Longitude,Station Phone,Status Code,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,access_code,country,groups_with_access_code_french,Access Detail Code,Facility Type,CNG Dispenser Num,CNG Total Compression Capacity,CNG Storage Capacity,e85 Other Ethanol Blends,EV Pricing,LPG Nozzle Types,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,EV On Site Renewable Source,GeoLocation
ELEC,ASPEN INSTITUTE PAEPCKE,1000 N 3rd St,,Aspen,CO,81611,39.19996,-106.826771,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,191392,2022-09-22 01:19:10 UTC,,06/23/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.826771 39.19996)
LPG,U-Haul,6100 S College Ave,,Fort Collins,CO,80525,40.501741,-105.076531,970-226-3777,E,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,200-9,06/07/2021,70900,2021-10-04 16:15:22 UTC,P,11/02/2015,,true,,,public,US,Public,,RENTAL_CAR_RETURN,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,POINT (-105.076531 40.501741)
ELEC,"Walgreens - Evergreen, CO #10306",3510 Evergreen Pkwy,,Evergreen,CO,80439,39.651324,-105.3437979,800-663-5633,E,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,SemaCharge Network,https://semaconnect.com/,GPS,09/22/2022,148001,2022-09-22 00:34:58 UTC,,01/04/2016,,,,J1772,public,US,Public,,,,,,,$2.00/Hr Parking Fee,,,,,,POINT (-105.3437979 39.651324)
ELEC,MOLLYS STATION 2,4801 Fenton St,,Denver,CO,80212,39.778976,-105.059883,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,81061,2022-09-22 00:52:00 UTC,,01/30/2017,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.059883 39.778976)
ELEC,Transwest,7911 E 96th Ave,"Hours of Operation: M-F 7:00am -7:00pm 
- Sat 8:00am - 4:00pm. Closed on Sundays",Henderson,CO,80640,39.872100363,-104.89828015,888-998-2546,T,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,,2,Blink Network,http://www.blinkcharging.com/,GPS,09/21/2022,207643,2022-09-21 22:58:34 UTC,,03/04/2022,,,,CHADEMO,public,US,TEMPORAIREMENT SUSPENDU (Public),,,,,,,Level 2: $0.59 per kWh,,,,,,POINT (-104.89828015 39.872100363)
ELEC,Mountain Lodge Telluride - Tesla Destination,457 Mountain Village Blvd,,Mountain Village,CO,81435,37.933212,-107.851551,970-369-5000  877-798-3752,E,Public,24 hours daily; see front desk for access,,,,,,3,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,11/03/2020,113588,2021-03-11 23:22:17 UTC,P,12/15/2016,,,,J1772 TESLA,public,US,Public,,HOTEL,,,,,Free,,,,,,POINT (-107.851551 37.933212)
ELEC,GARAGE 1 STATION 1,1400 Maple St.,,Golden,CO,80401,39.75132,-105.224686,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,181907,2022-09-22 01:15:26 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.224686 39.75132)
ELEC,First Bank,12345 W Colfax Ave,,Lakewood,CO,80215,39.7404428,-105.13865,,E,Private,,,,,,,5,,Non-Networked,,GPS,01/10/2022,164986,2022-02-10 19:42:29 UTC,P,04/10/2020,,,,J1772,private,US,Privé,,BANK,,,,,,,,,,,POINT (-105.13865 39.7404428)
ELEC,QT CHARGERS STATION 1,9111 E 40th Ave,,Denver,CO,80238,39.7747,-104.881813,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,224620,2022-09-22 01:28:57 UTC,,07/29/2022,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-104.881813 39.7747)
ELEC,HION OURAY DC1,1230 Main st,,Ouray,CO,81432,38.029541,-107.673462,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,224658,2022-09-22 01:28:59 UTC,,07/30/2022,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-107.673462 38.029541)
ELEC,Red Rock Nissan,2582 Highway 6 and 50,,Grand Junction,CO,81501,39.074359,-108.572597,970-644-8020,E,Public - Call ahead,Dealership business hours,,,,,,1,,Non-Networked,,200-9,06/09/2020,50003,2021-03-11 23:22:17 UTC,P,10/25/2012,,,,J1772,public,US,Public - Appeler à l'avance,CALL,CAR_DEALER,,,,,Free,,,,,,POINT (-108.572597 39.074359)
ELEC,Town of Snowmass Village,2909 Brush Creek Rd,,Snowmass Village,CO,81615,39.220459,-106.93193,970-923-3777,E,Public,24 hours daily,,,,,,2,,Non-Networked,,GPS,11/04/2021,78639,2022-02-10 19:42:29 UTC,LG,09/01/2014,,,,J1772,public,US,Public,,PARKING_LOT,,,,,Free,,,,,,POINT (-106.93193 39.220459)
ELEC,HCE STATION 3,30 Lake St,,Avon,CO,81620,39.635777,-106.526684,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,223330,2022-09-22 01:28:44 UTC,,07/12/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.526684 39.635777)
ELEC,City of Loveland - Civic Center,500 E 3rd St,South Side of Parking Lot,Loveland,CO,80537,40.394378,-105.070159,970-962-3000,E,Public - Credit card at all times,24 hours daily,A D M V,,,,,2,,Non-Networked,,200-8,12/09/2021,52642,2022-02-10 19:42:29 UTC,P,08/01/2013,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,MUNI_GOV,,,,,$1 per hour,,,,,,POINT (-105.070159 40.394378)
ELEC,BOULDER REC CENTER ST2,1360 Gillaspie Dr,,Boulder,CO,80305,39.97544,-105.249147,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,118028,2022-09-22 00:53:18 UTC,,02/15/2019,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.249147 39.97544)
ELEC,INDUSTRY GARAGE INDUSTRY ST1,3001 Brighton Blvd,,Denver,CO,80216,39.765701,-104.986255,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,182512,2022-09-22 00:52:05 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.986255 39.765701)
ELEC,DC CORRIDOR FAIRPLAY DC1,901 Main St,,Fairplay,CO,80440,39.221542,-105.997163,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,169901,2022-09-22 01:15:07 UTC,,12/04/2020,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-105.997163 39.221542)
ELEC,KUM & GO WELLINGTON DC1,8150 6th St,,Wellington,CO,80549,40.703697,-104.999529,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,193387,2022-09-22 01:12:48 UTC,,07/31/2021,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-104.999529 40.703697)
ELEC,NAMASTE SOLAR 1 888 FEDERAL R,888 Federal Blvd,,Denver,CO,80204,39.730808,-105.024602,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,173526,2022-09-22 00:58:46 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.024602 39.730808)
ELEC,USAA,1855 Telstar Dr,,Colorado Springs,CO,80920,38.956796,-104.797017,,E,Private,For employee use only,,,,,,4,,Non-Networked,,200-9,11/04/2021,94971,2022-02-10 19:42:29 UTC,P,03/01/2018,,,,J1772,private,US,Privé,,OFFICE_BLDG,,,,,,,,,,,POINT (-104.797017 38.956796)
ELEC,AHDEV DCFAST HOG,18425 W Colfax Ave,,Golden,CO,80401,39.704976,-105.204946,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,143184,2022-09-22 01:03:59 UTC,,08/15/2019,,,,J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-105.204946 39.704976)
ELEC,BOULDER COUNTY ST VRAIN HUB 2,522 Terry St,,Longmont,CO,80501,40.168289,-105.104974,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,207441,2022-09-22 01:21:15 UTC,,03/02/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.104974 40.168289)
ELEC,CDOC EV CHARGE SAN CARLOS 2,1503 Hood Ave,,Pueblo,CO,81003,38.278985,-104.631613,888-758-4389,E,Public,24 hours daily,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,228841,2022-09-22 00:56:29 UTC,,09/22/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.631613 38.278985)
ELEC,TOWERLOT STATION 1,6692 Tower Rd,,Denver,CO,80249,39.817905,-104.77099,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,164234,2022-09-22 01:11:32 UTC,,07/15/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.77099 39.817905)
ELEC,Woodmen Nissan,6840 Vincent Dr,,Colorado Springs,CO,80918,38.931011,-104.811075,719-234-1000,E,Public - Call ahead,Dealership business hours,,,,,,1,1,Non-Networked,,GPS,06/09/2020,46528,2022-02-14 18:41:44 UTC,P,01/31/2012,,,,CHADEMO J1772 J1772COMBO,public,US,Public - Appeler à l'avance,CALL,CAR_DEALER,,,,,Free,,,,,,POINT (-104.811075 38.931011)
ELEC,TOWN OF AVON BEAVERCREEK L2,220 Beaver Creek Place,,Avon,CO,81620,39.633241,-106.52077,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,202146,2022-09-22 01:23:24 UTC,,12/08/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.52077 39.633241)
ELEC,MVHS MVHS,10585 Mountain Vista Ridge,,Highlands Ranch,CO,80126,39.521561,-104.964708,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,98452,2022-09-22 00:57:11 UTC,,05/19/2018,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.964708 39.521561)
ELEC,COLO STATE UNIV LAUREL 1,933-951 W Laurel St,,Fort Collins,CO,80521,40.577902,-105.092941,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,171559,2022-09-22 00:44:05 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.092941 40.577902)
ELEC,CHPT EVSE 10727 ARVADA,15680 W 64th Ave,,Arvada,CO,80007,39.812211,-105.17503,888-758-4389,E,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,182829,2022-09-22 00:59:09 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.17503 39.812211)
ELEC,SPRINGS UTIL CITY PARKING 02,130 S Nevada Ave,,Colorado Springs,CO,80903,38.831179,-104.822236,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,188004,2022-09-22 01:14:53 UTC,,04/27/2021,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-104.822236 38.831179)
ELEC,AURARIA 5TH ST GARAGE 6,650 Walnut St,,Denver,CO,80204,39.74303,-105.010605,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,174172,2022-09-22 01:04:05 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.010605 39.74303)
ELEC,Denver Museum of Nature & Science,2001 Colorado Blvd,,Denver,CO,80205,39.74843249079493,-104.9428473830505,303-370-6000,E,Public,Business hours only; pay lot,,,,,,3,,Non-Networked,,GPS,01/10/2022,164915,2022-02-10 19:42:29 UTC,LG,04/10/2020,,,,J1772,public,US,Public,,MUSEUM,,,,,,,,,,,POINT (-104.9428473830505 39.74843249079493)
ELEC,LOUISVILLE REC CENTER 1,900 Via Appia Way,,Louisville,CO,80027,39.974163,-105.157585,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,167205,2022-09-22 01:05:41 UTC,,10/01/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.157585 39.974163)
ELEC,Element Denver Park Meadows - Tesla Destination,9985 Park Meadows Dr,,Lone Tree,CO,80124,39.554165,-104.875741,877-782-0151  877-798-3752,E,Public,24 hours daily; for customer use only,,,,,,4,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,11/03/2020,113583,2021-03-11 23:22:17 UTC,P,11/01/2018,,,,J1772 TESLA,public,US,Public,,HOTEL,,,,,Free,,,,,,POINT (-104.875741 39.554165)
E85,Kum & Go #686,2410 N Academy Blvd,,Colorado Springs,CO,80909,38.866768,-104.757471,719-559-1580,E,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,200-8,06/14/2022,145431,2022-06-14 16:23:53 UTC,P,08/30/2019,,,true,,public,US,Public,,CONVENIENCE_STORE,,,,"[""E15""]",,,,,,,POINT (-104.757471 38.866768)
ELEC,ONE BELLEVIEW 4TH FLOOR 1,7001 E Belleview Ave,,Denver,CO,80237,39.624387,-104.904384,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,172724,2022-09-22 00:51:45 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.904384 39.624387)
ELEC,WINSLOW BMW PEDESTAL01,5845 N Nevada Ave,,Colorado Springs,CO,80918,38.912962,-104.814885,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,161486,2022-09-22 00:43:34 UTC,,06/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.814885 38.912962)
ELEC,City of Longmont - Museum and Cultural Center,400 Quail Rd,,Longmont,CO,80501,40.145145,-105.100625,303-651-8389  866-816-7584,E,Public - Credit card at all times,24 hours daily,A D M V,,,,,,1,EV Connect,http://evconnect.com/,200-8,04/08/2020,61937,2021-03-11 23:22:17 UTC,SG,05/20/2014,,,,CHADEMO J1772COMBO,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,MUSEUM,,,,,$3 per session,,,,,,POINT (-105.100625 40.145145)
ELEC,ECG FLEET 4,601 Capitol St,,Eagle,CO,81631,39.650944,-106.826772,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,224214,2022-09-22 01:26:54 UTC,,07/22/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.826772 39.650944)
ELEC,BVSD DOUGLASSNORTH1,786 North 75th Street,,Boulder,CO,80303,40.003438,-105.177654,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,182660,2022-09-22 00:54:16 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.177654 40.003438)
ELEC,Trinidad Fuel Stop - Tesla Supercharger,9960 Santa Fe Trail,,Trinidad,CO,81082,37.134167,-104.519352,877-798-3752,E,Public,24 hours daily; for Tesla use only,,,,,,,6,Tesla,https://www.tesla.com/supercharger,200-9,10/11/2021,102091,2021-11-04 18:37:47 UTC,P,04/01/2015,,,,TESLA,public,US,Public,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,POINT (-104.519352 37.134167)
ELEC,HIDEAWAY PLACE STATION 1,78331 US-40,,Winter Park,CO,80482,39.925695,-105.787004,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,153122,2022-09-22 01:07:49 UTC,,01/29/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.787004 39.925695)
ELEC,Whole Foods - Union Station,1701 Wewatta St,,Denver,CO,80202,39.754975,-105.000729,877-455-3833,E,Public,Mon 6:00am - 8:59pm; Tue 6:00am - 8:59pm; Wed 6:00am - 8:59pm; Thu 6:00am - 8:59pm; Fri 6:00am - 8:59pm; Sat 6:00am - 8:59pm; Sun 6:00am - 8:59pm,,,,,,,4,eVgo Network,https://www.evgo.com/,GPS,09/22/2022,227967,2022-09-22 01:30:33 UTC,,09/21/2022,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-105.000729 39.754975)
ELEC,VRC OVERFLOW RIGHT,4590 Vail Racquet Club Dr,,Vail,CO,81657,39.631776,-106.291247,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,193004,2022-09-22 01:19:51 UTC,,07/21/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.291247 39.631776)
ELEC,AC SHF 2,332 N 19th Ave,,Brighton,CO,80601,39.993032,-104.798291,888-758-4389,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,85754,2022-09-22 00:53:07 UTC,,06/29/2017,,,,J1772,public,US,TEMPORAIREMENT SUSPENDU (Public),,,,,,,,,,,,,POINT (-104.798291 39.993032)
ELEC,UNIV. OF COLO FOLSOM N2,Stadium Dr.,,Boulder,CO,80302,40.010577,-105.264618,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,183543,2022-09-22 01:16:18 UTC,,01/29/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.264618 40.010577)
CNG,X3Energy,103 Hill St,Station is located at US-34,Kersey,CO,80644,40.392048,-104.564368,844-304-9800,E,Public - Credit card at all times,24 hours daily,A D FuelMan M Proprietor V Wright_Exp,,Q,3600,,,,,,200-8,10/12/2021,36295,2022-02-10 19:42:29 UTC,P,12/20/2012,HD,,,,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,TRUCK_STOP,1,2,,,,,Q,3600,HD,,POINT (-104.564368 40.392048)
ELEC,Independence Plaza,"1050 Curtis Street, Denver, CO 80202",,Denver,CO,80202,39.7475235,-104.9898868,800-663-5633,T,TEMPORARILY UNAVAILABLE (Public),MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,1,,SemaCharge Network,https://semaconnect.com/,GPS,09/22/2022,147969,2022-09-22 00:34:58 UTC,,09/17/2019,,,,J1772,public,US,TEMPORAIREMENT SUSPENDU (Public),,,,,,,FREE,,,,,,POINT (-104.9898868 39.7475235)
ELEC,TABOR CENTER LVL B - UNIT #1,1200 16th St,,Denver,CO,80202,39.74899,-104.996324,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,226175,2022-09-22 01:28:20 UTC,,08/24/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.996324 39.74899)
ELEC,The Avalon Ballroom,6185 Arapahoe Rd,,Boulder,CO,80303,40.01534,-105.2092,855-885-9571,E,Public,,,,,,,4,,OpConnect,http://www.opconnect.com/,GPS,09/22/2022,165412,2022-09-22 02:07:24 UTC,,02/01/2020,,,,J1772,public,US,Public,,,,,,,,,,,,SOLAR,POINT (-105.2092 40.01534)
ELEC,THE LAB 17TH PUBLIC 1,2420 17th St,,Denver,CO,80202,39.7583,-105.00792,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,153644,2022-09-22 01:08:40 UTC,,02/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.00792 39.7583)
ELEC,CITY OF AURORA ILIFF GARAGE 1B,S Blackhawk St,,Aurora,CO,80014,39.672948,-104.824596,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,161421,2022-09-22 00:48:33 UTC,,06/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.824596 39.672948)
ELEC,GRAND LAKE 1125 LAVE AVE 1,1128 Lake Ave,,Grand Lake,CO,80447,40.249878,-105.817095,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,75964,2022-09-22 00:49:40 UTC,,06/01/2016,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.817095 40.249878)
ELEC,Lima BLDG 1 & 2,7459 South Lima Street,The stations are installed south of the main East entrance.,Englewood,CO,80112,39.581468,-104.857775,800-663-5633,T,TEMPORARILY UNAVAILABLE (Public),MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,4,,SemaCharge Network,https://semaconnect.com/,GPS,09/22/2022,195430,2022-09-22 00:34:58 UTC,,09/07/2021,,,,J1772,public,US,TEMPORAIREMENT SUSPENDU (Public),,,,,,,FREE,,,,,,POINT (-104.857775 39.581468)
ELEC,CDOT GJ SHOP,901-943 D Rd,,Grand Junction,CO,81501,39.061398,-108.557168,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,86137,2022-09-22 00:52:58 UTC,,07/29/2017,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-108.557168 39.061398)
ELEC,PUEBLO CC PUEBLO 1,900 W Orman Ave,,Pueblo,CO,81004,38.264058,-104.636797,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,170629,2022-09-22 01:14:33 UTC,,12/29/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.636797 38.264058)
ELEC,ES1 ES1,144A Co Rd 105,,Salida,CO,81201,38.523451,-105.983827,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,165079,2022-09-22 01:12:27 UTC,,08/08/2020,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-105.983827 38.523451)
ELEC,Kiddie Academy of Columbine,6650 W Ken Caryl Ave,,Littleton,CO,80128,39.580331,-105.071072,720-826-8268,E,Public,24 hours daily; pay using JuicePass app,A CREDIT D Debit M V,,,,,2,,UNIVERSAL,https://universalevcharging.com/,GPS,09/14/2022,225553,2022-09-14 15:49:44 UTC,P,08/03/2022,,,,J1772,public,US,Public,,SCHOOL,,,,,$0.30 per session and $0.25 per kWh,,,,,,POINT (-105.071072 39.580331)
ELEC,TOWN OF VAIL RSP 3W,591 N Frontage Rd W,,Vail,CO,81657,39.646164,-106.390119,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,220746,2022-09-22 00:59:38 UTC,,06/04/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.390119 39.646164)
ELEC,THE LAB 17TH MONTHLY 1,2420 17th St,,Denver,CO,80202,39.758437,-105.007665,888-758-4389,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,175154,2022-09-22 01:08:39 UTC,,01/27/2021,,,,J1772,public,US,TEMPORAIREMENT SUSPENDU (Public),,,,,,,,,,,,,POINT (-105.007665 39.758437)
ELEC,The Lodge at Mountaineer Square - Tesla Destination,620 Gothic Rd,,Crested Butte,CO,81225,38.90055,-106.967131,970-349-4000  877-798-3752,E,Public,24 hours daily; for customer use only; see front desk for access,,,,,,10,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,11/03/2020,113554,2021-03-11 23:22:17 UTC,P,07/15/2017,,,,J1772 TESLA,public,US,Public,,HOTEL,,,,,Free,,,,,,POINT (-106.967131 38.90055)
ELEC,HCE BUTTERMILK 3,38700 Highway 82,,Aspen,CO,81611,39.207588,-106.860759,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,181245,2022-09-22 01:13:14 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.860759 39.207588)
ELEC,City of Denver - Cherry Creek Branch Library Parking Lot,305 Milwaukee St,"Located near the exit of the parking lot, at Milwaukee St.",Denver,CO,80206,39.721214,-104.952506,720-865-3164,E,Public,24 hours daily; pay lot,,,,,,1,,Non-Networked,,200-9,07/13/2020,53943,2021-11-14 21:31:29 UTC,LG,07/01/2020,,,,J1772,public,US,Public,,LIBRARY,,,,,Free,,,,,,POINT (-104.952506 39.721214)
ELEC,CREEKWALK CREEKWALK GW 1,132 E Cheyenne Rd,,Colorado Springs,CO,80906,38.807154,-104.82414,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,204927,2022-09-22 01:23:54 UTC,,01/15/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.82414 38.807154)
ELEC,BEAU JOS STATION 02,5304 Vance St,,Arvada,CO,80002,39.793049,-105.078386,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,161504,2022-09-22 00:42:15 UTC,,06/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.078386 39.793049)
ELEC,GLENWOOD SPRING FAST CHARGER,100 Riverine Road,,Glenwood Springs,CO,81601,39.560691,-107.366097,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,193809,2022-09-22 01:20:36 UTC,,08/12/2021,,,,J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-107.366097 39.560691)
